id,question,level_1_knowledge,level_2_knowledge,level_3_knowledge,level_4_knowledge,level_5_knowledge,level_6_knowledge,level_7_knowledge,level_8_knowledge,level_9_knowledge
2984,一袋大米的质量标识为“10±0.15千克”，则下列大米中质量合格的是（　　）,029210100000000,029210101100000,029210101140000,029210100000000,029210101100000,029210101160000,029210100000000,029210101100000,029210101150000
2985,下面的数中，与-1/2023的和为0的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
2986,比﹣1大2的数是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
2987,某天最高气温是$5℃$，最低气温是$﹣3℃$，那么这天的日温差是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
2988,不改变原式的值，把7﹣（+6）﹣（﹣3）+（﹣5）写成省略加号的和的形式为（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
2989,下面的说法中，正确的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
2990,有理数$a$，$b$，$c$在数轴上的对应点的位置如图所示，若$b+c＝0$，则$a$，$b$，$c$三个数中绝对值最大的数是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101020000
2991,若$|m|＝5$，$|n|＝2$，且$m$、$n$异号，则$|m﹣n|$的值为（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000
2992,比较大小：-2/5　   -3/4　．,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101020000
2993,计算：|﹣2|+2＝　???　．,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
2994,已知$|x﹣4|+|y+2|＝0$，则$2x+y$的值为?　???　．?,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210200000000,029210201000000,029210201030000
2995,如图，$A$，$B$两点在数轴上（$A$在$B$的右侧），点$A$表示的数是2，$AB＝4$，则点$B$表示的数是?　?????　．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
2996,下表列出了国外几个城市与北京的时差（带正号的数表示同一时刻比北京早的点时数）：,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
2997,计算：1）12+（﹣14）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101040000
2998,计算：2）（﹣5）﹣3 + 5,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101040000
2999,计算：3）﹣16﹣（﹣12）﹣24+18,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101040000
3000,计算：4）（-4/13）+（-7/17）+4/13+（-13/17）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101040000
3001,把下列各数填入相应的集合中：,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101020000
3002,在数轴上表示下列各数，并把它们用“＞”连接起来．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101050000
3003,若$|a|＝2$，且$a＜0$，$b$与$c$互为相反数，求$b+c/5-a$的值．,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101080000
3004,某中学开展一分钟跳绳比赛，成绩以200次为标准数量，超过的次数记为正数，不足的次数记为负数，七年级某班8名同学组成代表队参赛，成绩（单位：次）记录如下：+8，0，﹣5，+12，﹣9，+1，+8，+15,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3005,“十一”黄金周期间，某市风景区在7天假期中每天旅游的人数变化如表（正数表示比前一天多的人数，负数表示比前一天少的人数）：,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101050000
3006,一辆货车从百货大楼出发负责送货，向东行驶了$4km$到达小明家$A$，继续向东行驶了$1km$到达小红家$B$，又向西行驶了$10km$到达小刚家$C$，最后回到百货大楼$O$．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3007,"对于含绝对值的算式，在有些情况下，可以不需要计算出结果也能将绝对值符号去掉，例如：|7﹣6|＝7﹣6；|6﹣7|＝7﹣6；|1/2-1/3|=1/2-1/3,|1/3-1/2|=1/2-1/3",029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3008,下列各数中，是负整数的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3009,下列各数中，是负整数的数是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3010,在1/2，-4，0，-7/3这四个数中，属于负整数的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3011,在-1/3，22/7，0，-1，0.12，14，-2，-1.5这些数中，正有理数有$m$个，非负整数有$n$个，分数有$k$个，则$m-n+k$的值为（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101050000
3012,如果零上$5℃$记作$+5℃$，那么零下$3℃$记作（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3013,如果收入100元记作+100元．那么-80元表示（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3014,中国是最早采用正负数来表示相反意义的量的国家，如果盈利50元，记作“+50元”，那么亏损30元，记作（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3015,中国是世界上最早使用负数的国家，战国时期李悝所著的《法经》中已使用负数．如果公元前500年记作-500年，那么公元2023年应记作（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3016,一种面粉的质量标识为“$25±0.25kg$”，则下列面粉中合格的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3017,一种大米的质量标识为“（$50±0.3$）千克”，则下列各袋大米中质量不合格的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3018,一种面粉包装袋上的质量标识为“$50±0.5kg$”，则下列四袋面粉中不合格的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3019,一种面粉的质量标识为$25±0.2$千克，则下列面粉合格的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3020,下列各数中，与-1/3的和为0的是（　　）,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3021,化简-（-2）的结果为（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000
3022,下面的数中，与2022的和为0的是（　　）,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3023,在数4，-1/4，0，-4中，与4的和为0的数是（　　）,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000
3024,比-2大3的数是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3025,比-3大2的数是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3026,手机移动支付给生活带来便捷．如图是小颖某天微伯账单的收支明细（正数表示收入，负数表示支出，单位：元），小颖当天微信收支的最终结果是?（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3027,若+500元表示收入500元．则-135元表示（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3028,2022年11月16日保定市的最高气温为零上$14℃$，记作（$+14℃$或$14℃$）最低气温为零下$2℃$，则可用于计算这天的温差的算式是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3029,我市2021年的最高气温为$33℃$，最低气温为零下$27℃$，则计算2021年温差列式正确的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3030,“这三个数-7，12，-2的代数和”与“它们的绝对值的和”的差为（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3031,若数轴上点$A$，$B$分别表示数3，-2，则$A$，$B$两点之间的距离可表示为（　　）,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101050000
3032,下列说法：①一个有理数不是整数就是分数；②有理数包括正有理数和负有理数；③分数可分为正分数和负分数；④绝对值最小的有理数是0．其中正确的个数是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3033,下列说法正确的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3034,下列说法不正确的是（　　）①a一定是正数；   ②0的倒数是0；   ③最大的负整数-1；④只有负数的绝对值是它的相反数；⑤倒数等于本身的有理数只有1．,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000
3035,下列说法中正确的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000
3036,如图，数轴上的两个点分别表示数$a$和-2，则$a$可以是（　　）,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000
3037,"如图，数轴上点$A$、$B$、$C$、$D$所表示的数分别是$a$、$b$、$c$、$d$,若$abcd＜0$，$ab＞cd$,则原点的位置在（　　）",029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3038,"如图，数轴上的点$A$，$B$分别对应有理数$a$,$b$,下列结论正确的是（　　）",029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3039,如图，数轴的原点未标注，数轴的单位长度为1，数轴上的点$B$和点$C$表示的数的绝对值相等，那么可以判断点$A$表示的数是（　　）,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000
3040,若$|a|=1$，$|b|=4$，且$a$、$b$异号，则$a+b$等于（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3041,若$a$、$b$都是非零的实数，则等式$|a|+|b|=|a-b|$成立的条件是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3042,若$|x|/x+|y|/y=0$，则下列结论成立的是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3043,若$ab=|ab|$，必有（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3044,比较下列各对数的大小：-4/5 -3/4．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101010000
3045,比较大小：-0.3  -1/3,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3046,写出1个比-3小的有理数,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3047,比较大小：-3/5  -3/4（填“$＜$”或“$＞$”）．,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3048,计算：|-2023|=,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3049,计算：-|-7|=,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3050,计算：-|1/3-2|=,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3051,计算：|-3|+|-2.5|=,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3052,若$|a+2|$与$|b-3|$互为相反数，则$2a+b$=,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3053,已知实数$x$、$y$满足$|x-1|+|y+3|=0$，则$x+y$的值为,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3054,若$|a-4|+|b+3|=0$，则$ab$=,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3055,若$|2m-4|$与$|n-3|$互为相反数，则$2m-n$=,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000
3056,如图，$A$，$B$两点在数轴上（$A$在$B$的右侧），点$A$表示的数是2，$AB=6$，$C$是线段$AB$的中点，则点$C$表示的数是,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101080000
3057,数轴上一个点到原点的距离为6，则这个点表示的数为,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000
3058,如图，数轴上有$A$、$B$、$C$三点，$C$为$AB$的中点，点$B$表示的数为2，点$C$表示的数为-1，则点$A$表示的数为,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101030000
3059,如图，数轴上点$A$所表示的数的相反数是,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101010000
3060,埃及与北京的时差为-6小时（“$+$”表示同一时刻比北京时间早），当北京时间是$13：00$时，埃及时间是,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101080000
3061,如图是同一时刻莫斯科与中国北京的中国北京与莫斯科的时差时间，则当莫斯科时间为$17：08$时，北京时间为,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
3062,"北京时间2022年11月20日23时在卡塔尔首都多哈海湾球场举行世界杯开幕式，北京与多哈的时差为$+5h$,那么卡塔尔世界杯是在多哈当地时间2022年11月日时举行开幕式的．",029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
3063,下表是国外城市与北京的时差（带正号的数表示同一时刻比北京时间早的时数）：,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101050000
3064,计算：（-2）+3+1+（-5）+2+（-4）．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3065,计算：26+14+（-16）．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3066,计算：-2+5+（-6）+7．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3067,计算：（-3）+12+（-17）+（+8）．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3068,计算：（-3）-3．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3069,计算：20-（-6）．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3070,计算：（-14）-13+|（-17）-18|．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000
3071,计算：（1）0-2；（2）-1/2-(-1/2)．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000
3072,计算：20-11+（-10）-（-12）．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3073,计算：10-（-6）+8-（+2）．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3074,计算：18+（-30）-（-17）．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3075,计算：（-0.5）-（-3.2）+（+2.8）-（+6.5）．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3076,计算：（1）18+（-17）；（2）2(4/7)+(-2/3)-(-3/7)+(-1/3)．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3077,（1）计算：|3-9|+（-5+3）-|-4|；（2）计算：4(1/2)+1/6+{-1(1/2)}+(-5)-7/6．,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
3078,计算：2(2/5)+2(1/7)+{-5(1/7)}-{-5(3/5)}．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3079,计算：2/3+（-9）-（-1/3）+1．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3080,将下列各数填入所属的集合中：,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3081,把下面的有理数填在相应的大括号里：（$★$友情提示：将各数用逗号分开）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3082,把下列各数分别填在相应的集合内：,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3083,把下列各数填在相应的大括号里：,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101030000
3084,补全数轴，并在数轴上表示下列各数，并用“$＜$”把它们连接起来．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101040000
3085,在数轴上表示出下列各数： -3(1/3)，-(-5)，|-2.5|，-5/3，0，并用“$＜$”号将各数连接起来．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101040000
3086,把下列各数在数轴上表示出来，并用“$＜$”号把它们连接起来．-3，-4，0，|-2.5|， -1(1/2)．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101040000
3087,在数轴上表示下列各数，并用“$＜$”号连接起来：-|2|，-11/2，0.5，-（-3），-|-4|，3.5．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101050000
3088,若$a+12$与$-8+b$互为相反数，求$a$与$b$的和．,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000
3089,"若$x$,$y$互为相反数，求$x+y/2018$的值．",029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000
3090,"如果$a$,$b$表示有理数，$a$的相反数是$2a+1$，$b$的相反数是$3a+1$，求$2a-b$的值．",029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101010000
3091,"（1）若$|m|=5$，$n$的相反数是3，求$m$,$n$的值；（2）若$|a-1|+|b+2|=0$，求$a+|-b|$．",029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3092,薛老师坚持跑步锻炼身体，他以$30min$为基准，超过$30min$的部分计为“$+$”，不足$30min$的部分计为“$-$”，将连续7天的跑步时间（单位：$min$）记录如下：,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3093,小明早晨跑步，他从自己家出发，向东跑了$2km$到达小彬家，继续向东跑了$1.5km$到达小红家，然后又向西跑了$4.5km$到达学校，最后又向东，跑回到自己家．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3094,小虫从点$O$出发在一条直线上来回爬行，向右爬行的路程记为正，向左爬行的路程记为负，爬行的各段路程依次为：+5，-3，+10，-8，-6，+12，-10．（单位：$cm$）,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3095,出租车司机小李某天下午的运营是在南北走向的大街进行的，假定向南为正，向北为负，他那天下午行驶里程（单位：$km$）如下：,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101010000
3096,某制衣厂下半年各月的盈亏情况如下：盈利1286万元，亏损139万元，亏损956万元，盈利139万元，盈利168万元，盈利122万元，则制衣厂下半年盈亏情况如何？盈利或亏损多少万元？,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3097,某市某公交车从起点到终点共有六个站，一辆公交车由起点开往终点，规定上车人数为正，下车人数为负，在起点站始发时上了部分乘客，从第二站开始下车、上车的乘客数如表：,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3098,某工厂一周计划每日生产自行车100辆，由于工人实行轮休，每日上班人数不一定相等，这一周的生产量情况如下表（星期一的生产量与计划每日生产量相比，星期二开始，实际每日生产量与上一天的生产量相比，增加的车辆数记为正数，减少的车辆数记为负数）：,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3099,某景区旅游观光小火车从起点站出发途中停靠$A$、$B$、$C$、$D$四站，到达终点站后，乘客全部下车．某小火车从起点站到终点站，每一站乘客上、下车人数（单位：个）如表．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3100,如图，已知$A$，$B$为数轴上的两个点，点$A$表示的数是-30，点$B$表示的数是10．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101050000
3101,出租车司机李师傅从上午9：00～10：30在金凤坛至儿童公园的中山路上营运，共连续运载八批乘客，若规定向东为正，向西为负，李师傅营运八批乘客里程如下：（单位：千米）+8，-6，+2，-7，+9，+4，-8，-4．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3102,邮递员骑摩托车从邮局出发，先向东骑行$2kn$到达$A$村，继续向东骑行$3km$到达$B$村，然后向西骑行$9km$到$C$村，最后回到邮局．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3103,一辆货车从超市出发，向东走了3千米到达小彬家，继续走2.5千米到达小颖家，然后向西走了10千米到达小明家，最后回到超市．,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000
3104,在有些情况下，不需要计算出结果也能把绝对值符号去掉．例如：$|6+7|=6+7；|6-7|=7-6；|7-6|=7-6；|-6-7|=6+7$；根据上面的规律，把下列各式写成去掉绝对值符号的形式：,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3105,"数学小组遇到这样一个问题：若$a$,$b$均不为零，求$x=|a|/a+|b|/b$的值．",029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101010000
3106,在有些情况下，不需要计算出结果也能把绝对值符号去掉．例如：$|6+7|=6+7；|6-7|=7-6；|7-6|=7-6；|-6-7|=6+7$．,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3107,根据绝对值的概念，我们在一些情况下，不需要计算出结果也能把绝对值符号去掉，例如：$|6+7|=6+7$；$|6-7|=7-6$；$|7-6|=7-6$；$|-6-7|=6+7$．请根据以上规律计算：$|1/2-1|+|1/3-1/2|+|1/4-1/3|+…+|1/100-1/99|$．,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000
3108,若（　　）+（-5）=8，则括号内的数是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101010000
3109,若甲地的海拔高度为-100米，乙地的海拔高度为100米．则甲乙两地海拔高度相差为（　　）,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3110,冬季的一天，室内温度是$8℃$，室外温度是$-2℃$，则室内外温度相差（　　）,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3111,下列实数中，属于无理数的是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3112,下列各组数中，能构成直角三角形的是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3113,如图1，在$△ABC$中，$∠C＝90°$，$AC＝3$，$BC＝2$，以$AB$为一条边向三角形外部作正方形，则正方形的面积是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3114,2的算术平方根是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3115,13^1/2的值在（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3116,等腰三角形腰长为5，底边长为6，则底边上的高为（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3117,如图2，圆柱体的底面圆周长为$8cm$，高$AB$为$3cm$，$BC$是上底面的直径．一只蚂蚁从点$A$出发，沿着圆柱的侧面爬行到点$C$，则爬行的最短路程为（　　）,029210400000000,029210401000000,029210401010000,029210400000000,029210401000000,029210401020000,029210400000000,029210401000000,029210401030000
3118,如图3，一轮船以16海里/时的速度从港口A出发向东北方向航行，另一轮船以12海里/时的速度同时从港口$A$出发向东南方向航行，离开港口2小时后，两船相距（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101080000
3119,下列各式中运算正确的是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101090000
3120,如图4所示的“赵爽弦图”是由四个全等的直角三角形和一个小正方形拼成的一个大正方形．设直角三角形较长直角边长为$a$，较短直角边长为$b$．若$ab＝10$，大正方形的面积为36，则小正方形的边长为（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101050000
3121,64的立方根是?　?????　,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
